@relation 'ecoli-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L1-R3,4-unset-class-temporarily-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L1-R5,7-unset-class-temporarily-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L0-R1,2,3,4,5-unset-class-temporarily-weka.filters.supervised.instance.SMOTE-C1-K5-P3522.0-S1'

@attribute 0.49 numeric
@attribute 0.29 numeric
@attribute 0.48 numeric
@attribute 0.50 numeric
@attribute 0.56 numeric
@attribute 0.24 numeric
@attribute 0.35 numeric
@attribute cp {1,0}

@data
0.768528,0.550088,1,0.935398,0.373885,0.499516,0.214067,1
0.740303,0.534123,1,0.601699,0.46329,0.484782,0.3,1
0.744282,0.527635,1,0.533176,0.445535,0.582635,0.3,1
0.764371,0.563487,1,0.692095,0.395605,0.477881,0.071857,1
0.743415,0.521579,1,0.913167,0.539809,0.500725,0.352168,1
0.691824,0.530111,1,0.646857,0.438485,0.525489,0.301814,1
0.721859,0.513825,1,0.526837,0.477498,0.502598,0.3,1
0.761241,0.556895,1,0.796852,0.376884,0.520808,0.222471,1
0.667058,0.545146,1,0.996189,0.493907,0.483515,0.349799,1
0.694478,0.538794,1,0.637408,0.436428,0.499377,0.301364,1
0.707174,0.408929,1,0.5,0.514569,0.803824,0.624041,1
0.636394,0.470386,0.903657,0.5,0.513134,0.811526,0.809903,1
0.671652,0.426272,1,0.5,0.563194,0.678388,0.202302,1
0.708642,0.438613,1,0.5,0.513876,0.656453,0.371839,1
0.682348,0.415887,1,0.5,0.527623,0.789528,0.682623,1
0.698925,0.490876,1,0.5,0.54054,0.590349,0.28281,1
0.687691,0.396848,1,0.5,0.512477,0.683,0.787814,1
0.640141,0.459034,0.630107,0.5,0.538024,0.764684,0.829376,1
0.686951,0.434826,1,0.5,0.541412,0.594238,0.397563,1
0.693067,0.503145,1,0.5,0.647062,0.69858,0.676285,1
0.690891,0.430167,0.89086,0.5,0.53729,0.803095,0.828133,1
0.672306,0.426863,1,0.5,0.553326,0.60971,0.741534,1
0.690494,0.475497,0.654807,0.5,0.524916,0.76275,0.825158,1
0.701798,0.452619,1,0.5,0.510173,0.609532,0.804532,1
0.676678,0.484303,1,0.5,0.632006,0.720054,0.202812,1
0.635288,0.406563,0.56795,0.5,0.530951,0.785927,0.800163,1
0.704601,0.445665,1,0.5,0.518043,0.699275,0.771623,1
0.696138,0.40553,1,0.5,0.518337,0.623212,0.409161,1
0.674842,0.413456,1,0.5,0.531544,0.712732,0.195239,1
0.686362,0.408829,1,0.5,0.571685,0.620762,0.828004,1
0.696064,0.411988,0.554942,0.5,0.524066,0.786857,0.833869,1
0.66085,0.391162,1,0.5,0.516553,0.798874,0.416793,1
0.687392,0.501425,1,0.5,0.653601,0.633208,0.621815,1
0.702569,0.421895,1,0.5,0.519926,0.724112,0.706604,1
0.670929,0.441638,1,0.5,0.519718,0.577395,0.582703,1
0.680664,0.452267,1,0.5,0.512552,0.627026,0.401704,1
0.699755,0.473687,0.66298,0.5,0.531372,0.786961,0.839371,1
0.682597,0.45521,1,0.5,0.595032,0.578776,0.618581,1
0.696087,0.461623,1,0.5,0.58643,0.794494,0.534291,1
0.680502,0.443839,0.621897,0.5,0.526024,0.816446,0.799288,1
0.682027,0.481892,1,0.5,0.519433,0.652275,0.461038,1
0.698192,0.459259,1,0.5,0.555679,0.73044,0.734242,1
0.702094,0.458262,1,0.5,0.510592,0.794199,0.75194,1
0.696353,0.390037,1,0.5,0.514998,0.727553,0.379495,1
0.669583,0.447356,1,0.5,0.518484,0.635697,0.364211,1
0.752497,0.562259,1,0.939441,0.391259,0.502525,0.188071,1
0.763467,0.565849,1,0.657929,0.394111,0.474605,0.115097,1
0.715986,0.508489,1,0.5,0.490297,0.546395,0.215285,1
0.76356,0.553682,1,0.5,0.480977,0.546286,0.151298,1
0.728366,0.547855,1,0.5,0.393509,0.561589,0.209206,1
0.7552,0.55747,1,0.563523,0.386073,0.486599,0.03189,1
0.752021,0.511207,1,0.5,0.405896,0.5793,0.127215,1
0.716101,0.55458,1,0.5,0.640083,0.576988,0.065383,1
0.72586,0.51633,1,0.5,0.532422,0.548487,0.276574,1
0.720903,0.475253,1,0.5,0.377109,0.5774,0.014968,1
0.704024,0.561875,1,0.5,0.543203,0.553586,0.062937,1
0.671374,0.559318,1,0.5,0.501799,0.551035,0.305955,1
0.695915,0.566184,1,0.5,0.520479,0.549933,0.061784,1
0.73613,0.566924,1,0.5,0.413747,0.547869,0.027689,1
0.759476,0.551498,1,0.53599,0.381934,0.536521,0.217772,1
0.75519,0.553815,1,0.956405,0.391486,0.499917,0.270796,1
0.722501,0.534222,1,0.5,0.487416,0.555611,0.353029,1
0.731458,0.516614,1,0.5,0.547864,0.541996,0.223561,1
0.717622,0.494793,1,0.5,0.510599,0.552028,0.124664,1
0.751283,0.564869,1,0.850566,0.390346,0.522371,0.113582,1
0.766626,0.56943,1,0.843396,0.374411,0.537834,0.040336,1
0.752068,0.559628,1,0.5,0.516375,0.542733,0.042885,1
0.694292,0.565546,1,0.5,0.482378,0.541408,0.054135,1
0.75289,0.557712,1,0.823751,0.394566,0.511809,0.208419,1
0.703542,0.561387,1,0.5,0.488747,0.548316,0.229329,1
0.757554,0.564921,1,0.52196,0.375113,0.496961,0.26498,1
0.760192,0.524168,1,0.5,0.53698,0.5474,0.300208,1
0.74629,0.561577,1,0.5,0.508313,0.554484,0.147399,1
0.733899,0.562324,1,0.5,0.412398,0.542353,0.032085,1
0.75365,0.556063,1,0.686438,0.385884,0.518665,0.182068,1
0.753911,0.561595,1,0.5,0.441946,0.548964,0.066063,1
0.735197,0.564772,1,0.5,0.378556,0.569037,0.146171,1
0.70172,0.498155,1,0.5,0.580037,0.548972,0.251622,1
0.758801,0.494478,1,0.5,0.482029,0.548648,0.21928,1
0.725723,0.515863,1,0.5,0.494928,0.568569,0.1491,1
0.714983,0.530731,1,0.666999,0.498793,0.538756,0.33307,1
0.676369,0.49,1,0.5,0.578595,0.550752,0.342002,1
0.669672,0.49,1,0.5,0.562871,0.554029,0.315041,1
0.700462,0.46055,1,0.5,0.526273,0.571554,0.306794,1
0.737209,0.511532,1,0.5,0.484457,0.556594,0.210702,1
0.663545,0.511104,1,0.866329,0.491452,0.495004,0.31113,1
0.703436,0.539785,1,0.5,0.423439,0.545647,0.255311,1
0.679519,0.49,1,0.5,0.543424,0.558343,0.327455,1
0.733574,0.51231,1,0.629195,0.419316,0.507515,0.321954,1
0.752403,0.548926,1,0.5,0.383142,0.545161,0.023983,1
0.666521,0.535479,1,0.5,0.572788,0.561313,0.225142,1
0.673597,0.49,1,0.5,0.618369,0.55248,0.311171,1
0.694199,0.484706,1,0.5,0.522661,0.574295,0.3103,1
0.685611,0.481669,1,0.5,0.531548,0.571766,0.341698,1
0.676632,0.475525,1,0.5,0.528943,0.574593,0.311197,1
0.683412,0.49267,1,0.5,0.519856,0.541818,0.155353,1
0.664678,0.522912,1,0.5,0.577965,0.563048,0.195031,1
0.706378,0.486154,1,0.5,0.538907,0.56744,0.337796,1
0.697635,0.553206,1,0.5,0.499919,0.555407,0.056978,1
0.660607,0.49,1,0.5,0.5698,0.55919,0.329168,1
0.67492,0.510052,1,0.5,0.393469,0.555666,0.340821,1
0.676423,0.49,1,0.5,0.598638,0.551028,0.345135,1
0.663346,0.49,1,0.5,0.556672,0.551595,0.343251,1
0.669523,0.49,1,0.5,0.600988,0.555952,0.28037,1
0.66698,0.530751,1,0.5,0.621823,0.571259,0.300653,1
0.681084,0.502535,1,0.740768,0.436846,0.489163,0.312766,1
0.667018,0.545886,1,0.5,0.553397,0.576931,0.353222,1
0.677507,0.475549,1,0.5,0.524868,0.573198,0.322583,1
0.70966,0.55288,1,0.5,0.442036,0.558276,0.266592,1
0.706418,0.474154,1,0.5,0.531846,0.574076,0.315568,1
0.67963,0.525581,1,0.5,0.508102,0.550841,0.224379,1
0.667146,0.49,1,0.5,0.553001,0.553749,0.290739,1
0.665551,0.513254,1,0.5,0.559228,0.562149,0.214438,1
0.670166,0.49,1,0.5,0.584305,0.553863,0.2814,1
0.677531,0.539806,1,0.980989,0.401507,0.515099,0.355812,1
0.758859,0.552505,1,0.5,0.434077,0.546747,0.1186,1
0.696125,0.496078,1,0.5,0.523707,0.584782,0.256733,1
0.695716,0.479416,1,0.5,0.541439,0.568959,0.287996,1
0.724217,0.541787,1,0.5,0.391984,0.568598,0.101303,1
0.736882,0.531308,1,0.522792,0.483338,0.547725,0.3,1
0.688383,0.461818,1,0.5,0.560009,0.56863,0.284043,1
0.718446,0.495817,1,0.76563,0.450246,0.491958,0.3,1
0.742266,0.562119,1,0.5,0.458905,0.560353,0.188288,1
0.733368,0.509297,1,0.5,0.455026,0.552118,0.119933,1
0.693425,0.461047,1,0.5,0.610523,0.555892,0.282016,1
0.740868,0.537799,1,0.601418,0.454002,0.529041,0.3,1
0.703176,0.480421,1,0.5,0.521089,0.582538,0.316888,1
0.686834,0.515444,1,0.5,0.545145,0.585373,0.190058,1
0.683187,0.530334,1,0.5,0.533528,0.587675,0.237086,1
0.678346,0.468654,1,0.5,0.536072,0.57216,0.31342,1
0.731145,0.525532,1,0.931827,0.469164,0.534043,0.3,1
0.683407,0.468906,1,0.5,0.606431,0.572767,0.281615,1
0.688913,0.489586,1,0.5,0.598981,0.550747,0.289302,1
0.743034,0.499248,1,0.836797,0.416823,0.492503,0.3,1
0.754427,0.540827,1,0.5,0.484063,0.545275,0.126535,1
0.753829,0.559953,1,0.5,0.392929,0.586662,0.282426,1
0.730605,0.510542,1,0.727466,0.45582,0.57113,0.3,1
0.706861,0.509289,1,0.5,0.635697,0.583385,0.168839,1
0.720497,0.51974,1,0.928685,0.47324,0.51368,0.3,1
0.721876,0.483291,1,0.922738,0.461771,0.550566,0.3,1
0.664453,0.469289,1,0.5,0.536502,0.568024,0.303879,1
0.721022,0.46731,1,0.763652,0.516989,0.559979,0.3,1
0.722445,0.483705,1,0.559748,0.515353,0.485225,0.3,1
0.712929,0.460125,1,0.595896,0.436812,0.521332,0.3,1
0.705249,0.486217,1,0.5,0.569041,0.56933,0.293519,1
0.748055,0.469318,1,0.788044,0.482196,0.58573,0.3,1
0.672696,0.539904,1,0.5,0.55145,0.58356,0.274363,1
0.675057,0.476574,1,0.5,0.551669,0.584768,0.222522,1
0.693167,0.466683,1,0.5,0.535873,0.575371,0.355516,1
0.69051,0.465267,1,0.5,0.523174,0.578435,0.303137,1
0.735373,0.463329,1,0.656596,0.493169,0.525117,0.3,1
0.677666,0.484244,1,0.5,0.56116,0.587633,0.297723,1
0.741966,0.55,1,0.79047,0.452303,0.495137,0.163464,1
0.734007,0.55,1,0.623827,0.438998,0.567413,0.260458,1
0.674578,0.526562,1,0.5,0.65266,0.565636,0.201437,1
0.759189,0.552227,1,0.5,0.502512,0.5742,0.078246,1
0.717021,0.566683,1,0.5,0.42685,0.558105,0.131417,1
0.725518,0.55,1,0.929639,0.629571,0.494102,0.278248,1
0.72154,0.55,1,0.820737,0.475746,0.482571,0.22086,1
0.714891,0.55,1,0.744541,0.553384,0.472092,0.259415,1
0.671938,0.530274,1,0.5,0.624328,0.553966,0.235196,1
0.673038,0.54382,1,0.5,0.57366,0.58847,0.182798,1
0.664361,0.545055,1,0.5,0.58124,0.576693,0.313375,1
0.675491,0.529959,1,0.5,0.600523,0.589197,0.195693,1
0.678538,0.518648,1,0.5,0.630478,0.55494,0.258116,1
0.672164,0.491644,1,0.5,0.537722,0.585409,0.23312,1
0.677508,0.492998,1,0.5,0.541855,0.585295,0.252739,1
0.733321,0.55,1,0.678322,0.644247,0.530317,0.209127,1
0.679544,0.543098,1,0.5,0.63266,0.554689,0.196341,1
0.722561,0.554611,1,0.5,0.502227,0.54331,0.044161,1
0.663195,0.50394,1,0.5,0.608998,0.563536,0.331354,1
0.672598,0.569938,1,0.5,0.554378,0.55239,0.134613,1
0.692625,0.49138,1,0.5,0.645251,0.580675,0.273196,1
0.696932,0.55,1,0.996069,0.477181,0.50892,0.209497,1
0.673444,0.499659,1,0.5,0.632607,0.555407,0.251196,1
0.661408,0.527914,1,0.5,0.550923,0.565147,0.292443,1
0.675568,0.490575,1,0.5,0.645356,0.579861,0.273676,1
0.731683,0.55,1,0.783917,0.615526,0.559711,0.283176,1
0.677076,0.55,1,0.889085,0.651117,0.547447,0.269292,1
0.673597,0.475632,1,0.5,0.646196,0.587909,0.250789,1
0.709291,0.54978,1,0.5,0.653274,0.583681,0.22056,1
0.670281,0.568586,1,0.5,0.397327,0.564722,0.035548,1
0.673434,0.523587,1,0.5,0.651818,0.56145,0.209765,1
0.665303,0.507872,1,0.5,0.567071,0.575574,0.359856,1
0.71527,0.55,1,0.510133,0.414649,0.495285,0.227281,1
0.699325,0.490761,1,0.5,0.568343,0.581719,0.225768,1
0.678287,0.549882,1,0.5,0.640346,0.560461,0.198164,1
0.678175,0.525716,1,0.5,0.63348,0.562095,0.202886,1
0.677596,0.49,1,0.5,0.545179,0.555147,0.293987,1
0.677921,0.512808,1,0.5,0.641297,0.570883,0.275216,1
0.732267,0.53858,1,0.5,0.486604,0.542991,0.22854,1
0.67948,0.545278,1,0.5,0.651876,0.557909,0.242817,1
0.691604,0.533344,1,0.785542,0.466237,0.54686,0.297382,1
0.683795,0.466502,1,0.5,0.526569,0.556598,0.288414,1
0.676108,0.545421,1,0.5,0.642754,0.562634,0.176099,1
0.687447,0.514704,1,0.778227,0.441001,0.490143,0.294133,1
0.677607,0.493025,1,0.5,0.630804,0.566084,0.197079,1
0.676851,0.49,1,0.5,0.596106,0.55575,0.296259,1
0.72971,0.560337,1,0.5,0.550029,0.54402,0.214727,1
0.712579,0.498581,1,0.737447,0.59625,0.486392,0.29702,1
0.676743,0.531108,1,0.5,0.629786,0.56541,0.244934,1
0.688796,0.467341,1,0.5,0.606037,0.568441,0.292381,1
0.742763,0.524017,1,0.5,0.4306,0.549944,0.206742,1
0.671427,0.49,1,0.5,0.551679,0.551669,0.293649,1
0.690893,0.489549,1,0.5,0.568721,0.561132,0.29512,1
0.735874,0.492236,1,0.5,0.484135,0.545067,0.043954,1
0.700153,0.478795,1,0.5,0.540944,0.558441,0.28503,1
0.700889,0.491852,1,0.955741,0.568547,0.505891,0.281146,1
0.671227,0.499311,1,0.5,0.634528,0.575556,0.277415,1
0.693626,0.520171,1,0.5,0.402652,0.544775,0.183605,1
0.697527,0.476116,1,0.5,0.570083,0.585897,0.292341,1
0.679701,0.531644,1,0.5,0.628118,0.574163,0.202494,1
0.708161,0.46028,1,0.5,0.53024,0.581238,0.29993,1
0.735898,0.497715,1,0.5,0.433889,0.543165,0.245352,1
0.670636,0.491034,1,0.5,0.654815,0.569107,0.188145,1
0.699599,0.486261,1,0.5,0.58551,0.558873,0.296043,1
0.707666,0.477378,1,0.5,0.571634,0.582242,0.286026,1
0.679869,0.549205,1,0.5,0.659042,0.556066,0.240333,1
0.742565,0.507837,1,0.5,0.604789,0.541662,0.142611,1
0.693059,0.481606,1,0.5,0.605438,0.580255,0.291966,1
0.681815,0.561013,1,0.5,0.52305,0.541138,0.255171,1
